shipping_id,order_id,shipping_date,return_date,shipping providers,delivery_status
3901,3129,17-01-2024,,fedex,Delivered
3902,8374,10-01-2024,,fedex,Delivered
3903,5070,28-12-2023,,fedex,Delivered
3904,8032,21-11-2023,,fedex,Delivered
3905,11256,13-10-2023,,fedex,Delivered
3906,9221,17-08-2023,,fedex,Delivered
3907,19507,30-07-2023,,fedex,Delivered
3908,10255,21-07-2023,,fedex,Delivered
3909,14328,13-07-2023,,fedex,Delivered
3910,9381,03-07-2023,,fedex,Delivered
3911,18502,24-05-2023,,fedex,Delivered
3912,6983,29-04-2023,,fedex,Delivered
3913,7801,23-04-2023,,fedex,Delivered
3914,15360,19-04-2023,,fedex,Delivered
3915,20300,14-04-2023,,fedex,Delivered
3916,19494,12-04-2023,,fedex,Delivered
3917,15835,08-04-2023,,fedex,Delivered
3918,4995,05-04-2023,,fedex,Delivered
3919,6898,19-11-2022,,fedex,Delivered
3920,862,04-11-2022,,fedex,Delivered
3921,12545,30-09-2022,,fedex,Delivered
3922,11226,30-07-2022,,fedex,Delivered
3923,20245,24-06-2022,,fedex,Delivered
3924,8560,29-05-2022,,fedex,Delivered
3925,14842,21-05-2022,,fedex,Delivered
3926,14592,06-05-2022,,fedex,Delivered
3927,3110,04-05-2022,,fedex,Delivered
3928,11361,27-04-2022,,fedex,Delivered
3929,15237,24-04-2022,,fedex,Delivered
3930,8951,04-04-2022,,fedex,Delivered
3931,17127,25-03-2022,,fedex,Delivered
3932,13481,22-03-2022,,fedex,Delivered
3933,14187,13-03-2022,,fedex,Delivered
3934,12530,05-03-2022,,fedex,Delivered
3935,18514,05-03-2022,,fedex,Delivered
3936,1599,19-12-2021,,fedex,Delivered
3937,18697,25-11-2021,,fedex,Delivered
3938,6610,15-11-2021,,fedex,Delivered
3939,18202,30-09-2021,,fedex,Delivered
3940,3219,28-09-2021,,fedex,Delivered
3941,14988,19-09-2021,,fedex,Delivered
3942,19422,16-09-2021,,fedex,Delivered
3943,17791,10-08-2021,,fedex,Delivered
3944,17684,27-07-2021,,fedex,Delivered
3945,18050,18-07-2021,,fedex,Delivered
3946,18233,18-06-2021,,fedex,Delivered
3947,17367,15-06-2021,,fedex,Delivered
3948,11695,29-05-2021,,fedex,Delivered
3949,14579,16-05-2021,,fedex,Delivered
3950,8959,09-05-2021,,fedex,Delivered
3951,1162,09-05-2021,,fedex,Delivered
3952,13413,17-04-2021,,fedex,Delivered
3953,8296,08-04-2021,,fedex,Delivered
3954,20647,06-04-2021,,fedex,Delivered
3955,12121,04-03-2021,,fedex,Delivered
3956,13459,21-02-2021,,fedex,Delivered
3957,1119,04-02-2021,,fedex,Delivered
3958,6301,29-01-2021,,fedex,Delivered
3959,6029,26-01-2021,,fedex,Delivered
3960,1883,05-12-2020,,fedex,Delivered
3961,9185,30-11-2020,,fedex,Delivered
3962,14131,08-11-2020,,fedex,Delivered
3963,11396,06-11-2020,,fedex,Delivered
3964,8846,15-10-2020,,fedex,Delivered
3965,17268,16-08-2020,,fedex,Delivered
3966,18133,20-07-2020,,fedex,Delivered
3967,8117,07-07-2020,,fedex,Delivered
3968,16750,08-07-2020,,fedex,Delivered
3969,2034,05-05-2020,,fedex,Delivered
3970,6369,07-04-2020,,fedex,Delivered
3971,9086,04-03-2020,,fedex,Delivered
3972,18441,05-03-2020,,fedex,Delivered
3973,9723,04-02-2020,,fedex,Delivered
3974,4232,12-01-2020,,fedex,Delivered
3975,21145,24-07-2024,,fedex,Delivered
3976,21122,26-01-2024,,fedex,Delivered
3977,21464,16-01-2024,,fedex,Delivered
3978,14737,03-12-2023,,fedex,Delivered
3979,61,27-11-2023,,fedex,Delivered
3980,4046,14-10-2023,,fedex,Delivered
3981,20029,24-09-2023,,fedex,Delivered
3982,20481,17-09-2023,,fedex,Delivered
3983,12487,19-09-2023,,fedex,Delivered
3984,20630,17-09-2023,,fedex,Delivered
3985,11643,12-09-2023,,fedex,Delivered
3986,15434,08-09-2023,,fedex,Delivered
3987,19710,06-09-2023,,fedex,Delivered
3988,18482,17-08-2023,,fedex,Delivered
3989,16911,31-07-2023,,fedex,Delivered
3990,15652,20-07-2023,,fedex,Delivered
3991,19214,13-07-2023,,fedex,Delivered
3992,15642,09-07-2023,,fedex,Delivered
3993,4143,03-07-2023,,fedex,Delivered
3994,17676,18-06-2023,,fedex,Delivered
3995,3763,03-06-2023,,fedex,Delivered
3996,13509,27-05-2023,,fedex,Delivered
3997,1402,13-05-2023,,fedex,Delivered
3998,17768,13-05-2023,,fedex,Delivered
3999,10222,26-04-2023,,fedex,Delivered
4000,16747,21-04-2023,,fedex,Delivered
4001,9764,18-04-2023,,fedex,Delivered
4002,12987,07-04-2023,,fedex,Delivered
4003,18719,28-03-2023,,fedex,Delivered
4004,5035,20-02-2023,,fedex,Delivered
4005,9489,07-02-2023,,fedex,Delivered
4006,1584,15-01-2023,,fedex,Delivered
4007,17603,12-01-2023,,fedex,Delivered
4008,1944,22-12-2022,,fedex,Delivered
4009,6721,07-12-2022,,fedex,Delivered
4010,3822,11-11-2022,,fedex,Delivered
4011,18857,03-11-2022,,fedex,Delivered
4012,8141,04-11-2022,,fedex,Delivered
4013,10336,04-11-2022,,fedex,Delivered
4014,9767,14-10-2022,,fedex,Delivered
4015,6149,04-10-2022,,fedex,Delivered
4016,9477,28-09-2022,,fedex,Delivered
4017,126,14-09-2022,,fedex,Delivered
4018,4284,12-09-2022,,fedex,Delivered
4019,2072,08-09-2022,,fedex,Delivered
4020,12839,09-09-2022,,fedex,Delivered
4021,17075,15-08-2022,,fedex,Delivered
4022,12571,11-08-2022,,fedex,Delivered
4023,8799,10-07-2022,,fedex,Delivered
4024,1926,06-07-2022,,fedex,Delivered
4025,15745,20-06-2022,,fedex,Delivered
4026,8844,09-06-2022,,fedex,Delivered
4027,15110,04-06-2022,,fedex,Delivered
4028,1489,25-05-2022,,fedex,Delivered
4029,14975,18-05-2022,,fedex,Delivered
4030,17030,13-05-2022,,fedex,Delivered
4031,16153,06-05-2022,,fedex,Delivered
4032,18958,04-05-2022,,fedex,Delivered
4033,20579,16-04-2022,,fedex,Delivered
4034,19272,16-04-2022,,fedex,Delivered
4035,12099,05-04-2022,,fedex,Delivered
4036,17826,31-03-2022,,fedex,Delivered
4037,3864,30-03-2022,,fedex,Delivered
4038,20194,30-03-2022,,fedex,Delivered
4039,13602,17-03-2022,,fedex,Delivered
4040,11031,12-03-2022,,fedex,Delivered
4041,7927,07-02-2022,,fedex,Delivered
4042,9607,03-02-2022,,fedex,Delivered
4043,2398,29-01-2022,,fedex,Delivered
4044,5979,05-01-2022,,fedex,Delivered
4045,8041,29-12-2021,,fedex,Delivered
4046,9414,13-11-2021,,fedex,Delivered
4047,15939,28-09-2021,,fedex,Delivered
4048,7955,09-09-2021,,fedex,Delivered
4049,8564,30-08-2021,,fedex,Delivered
4050,14754,02-08-2021,,fedex,Delivered
4051,16471,30-07-2021,,fedex,Delivered
4052,15106,26-07-2021,,fedex,Delivered
4053,19932,09-06-2021,,fedex,Delivered
4054,4244,19-05-2021,,fedex,Delivered
4055,3871,17-04-2021,,fedex,Delivered
4056,794,31-03-2021,,fedex,Delivered
4057,10394,07-02-2021,,fedex,Delivered
4058,5323,04-01-2021,,fedex,Delivered
4059,645,16-12-2020,,fedex,Delivered
4060,7881,08-12-2020,,fedex,Delivered
4061,1753,20-11-2020,,fedex,Delivered
4062,82,06-10-2020,,fedex,Delivered
4063,1495,30-09-2020,,fedex,Delivered
4064,6501,10-08-2020,,fedex,Delivered
4065,9017,05-08-2020,,fedex,Delivered
4066,2458,31-07-2020,,fedex,Delivered
4067,7198,23-07-2020,,fedex,Delivered
4068,7909,18-07-2020,,fedex,Delivered
4069,14427,10-06-2020,,fedex,Delivered
4070,17536,09-06-2020,,fedex,Delivered
4071,8093,10-05-2020,,fedex,Delivered
4072,9855,30-04-2020,,fedex,Delivered
4073,5740,29-04-2020,,fedex,Delivered
4074,3040,21-04-2020,,fedex,Delivered
4075,4703,08-04-2020,,fedex,Delivered
4076,9362,14-03-2020,,fedex,Delivered
4077,12756,08-02-2020,,fedex,Delivered
4078,12094,04-02-2020,,fedex,Delivered
4079,21135,29-06-2024,,fedex,Delivered
4080,5067,18-02-2024,,fedex,Delivered
4081,21531,19-02-2024,,fedex,Delivered
4082,2936,15-02-2024,,fedex,Delivered
4083,4380,26-11-2023,,fedex,Delivered
4084,19877,25-11-2023,,fedex,Delivered
4085,16,23-10-2023,,fedex,Delivered
4086,13690,25-09-2023,,fedex,Delivered
4087,20154,09-09-2023,,fedex,Delivered
4088,20797,07-09-2023,,fedex,Delivered
4089,4916,16-08-2023,,fedex,Delivered
4090,11794,24-07-2023,,fedex,Delivered
4091,2516,18-07-2023,,fedex,Delivered
4092,14190,05-07-2023,,fedex,Delivered
4093,15921,03-07-2023,,fedex,Delivered
4094,19774,04-06-2023,,fedex,Delivered
4095,15227,26-05-2023,,fedex,Delivered
4096,20561,25-05-2023,,fedex,Delivered
4097,16495,22-05-2023,,fedex,Delivered
4098,2514,08-05-2023,,fedex,Delivered
4099,12266,07-05-2023,,fedex,Delivered
4100,4922,01-05-2023,,fedex,Delivered
4101,20488,15-04-2023,,fedex,Delivered
4102,6076,20-03-2023,,fedex,Delivered
4103,10113,04-03-2023,,fedex,Delivered
4104,15159,16-01-2023,,fedex,Delivered
4105,6700,26-12-2022,,fedex,Delivered
4106,7258,23-12-2022,,fedex,Delivered
4107,15990,16-12-2022,,fedex,Delivered
4108,1418,10-12-2022,,fedex,Delivered
4109,245,30-11-2022,,fedex,Delivered
4110,20777,29-09-2022,,fedex,Delivered
4111,19983,04-09-2022,,fedex,Delivered
4112,8505,20-08-2022,,fedex,Delivered
4113,19852,23-07-2022,,fedex,Delivered
4114,11216,08-07-2022,,fedex,Delivered
4115,1190,06-07-2022,,fedex,Delivered
4116,20133,29-06-2022,,fedex,Delivered
4117,4683,23-06-2022,,fedex,Delivered
4118,19796,22-06-2022,,fedex,Delivered
4119,18186,18-06-2022,,fedex,Delivered
4120,4079,10-06-2022,,fedex,Delivered
4121,15182,03-06-2022,,fedex,Delivered
4122,10397,26-05-2022,,fedex,Delivered
4123,10461,07-05-2022,,fedex,Delivered
4124,9774,05-05-2022,,fedex,Delivered
4125,5370,14-04-2022,,fedex,Delivered
4126,15719,10-04-2022,,fedex,Delivered
4127,17948,30-03-2022,,fedex,Delivered
4128,2755,20-03-2022,,fedex,Delivered
4129,20526,15-03-2022,,fedex,Delivered
4130,2780,03-02-2022,,fedex,Delivered
4131,928,13-12-2021,,fedex,Delivered
4132,8013,02-10-2021,,fedex,Delivered
4133,13430,29-09-2021,,fedex,Delivered
4134,10887,18-09-2021,,fedex,Delivered
4135,20603,08-09-2021,,fedex,Delivered
4136,11469,02-09-2021,,fedex,Delivered
4137,17191,09-08-2021,,fedex,Delivered
4138,10286,30-07-2021,,fedex,Delivered
4139,4347,20-07-2021,,fedex,Delivered
4140,12441,23-07-2021,,fedex,Delivered
4141,12290,15-07-2021,,fedex,Delivered
4142,16133,07-07-2021,,fedex,Delivered
4143,8218,09-07-2021,,fedex,Delivered
4144,15670,10-06-2021,,fedex,Delivered
4145,11243,28-05-2021,,fedex,Delivered
4146,11931,27-05-2021,,fedex,Delivered
4147,15619,22-05-2021,,fedex,Delivered
4148,4543,21-05-2021,,fedex,Delivered
4149,19432,14-05-2021,,fedex,Delivered
4150,7003,04-05-2021,,fedex,Delivered
4151,2381,22-04-2021,,fedex,Delivered
4152,11299,12-04-2021,,fedex,Delivered
4153,18712,09-04-2021,,fedex,Delivered
4154,11509,08-04-2021,,fedex,Delivered
4155,10058,19-03-2021,,fedex,Delivered
4156,19291,14-03-2021,,fedex,Delivered
4157,20497,07-03-2021,,fedex,Delivered
4158,19810,06-03-2021,,fedex,Delivered
4159,1861,04-03-2021,,fedex,Delivered
4160,7036,16-02-2021,,fedex,Delivered
4161,15089,14-02-2021,,fedex,Delivered
4162,3916,28-12-2020,,fedex,Delivered
4163,2390,03-12-2020,,fedex,Delivered
4164,4285,23-11-2020,,fedex,Delivered
4165,3814,27-10-2020,,fedex,Delivered
4166,13023,21-09-2020,,fedex,Delivered
4167,16068,22-09-2020,,fedex,Delivered
4168,2318,20-07-2020,,fedex,Delivered
4169,10149,27-06-2020,,fedex,Delivered
4170,8095,27-05-2020,,fedex,Delivered
4171,1212,18-05-2020,,fedex,Delivered
4172,11898,23-04-2020,,fedex,Delivered
4173,5336,21-03-2020,,fedex,Delivered
4174,2492,09-03-2020,,fedex,Delivered
4175,3162,06-03-2020,,fedex,Delivered
4176,4860,21-02-2020,,fedex,Delivered
4177,2565,19-02-2020,,fedex,Delivered
4178,6588,06-01-2020,,fedex,Delivered
4179,21157,01-06-2024,,fedex,Delivered
4180,21589,29-05-2024,,fedex,Delivered
4181,21010,22-05-2024,,fedex,Delivered
4182,21024,26-03-2024,,fedex,Delivered
4183,21137,21-03-2024,,fedex,Delivered
4184,21265,02-03-2024,,fedex,Delivered
4185,12378,17-02-2024,,fedex,Delivered
4186,3840,06-02-2024,,fedex,Delivered
4187,6550,20-01-2024,,fedex,Delivered
4188,19187,06-01-2024,,fedex,Delivered
4189,8379,12-11-2023,,fedex,Delivered
4190,6095,09-11-2023,,fedex,Delivered
4191,14558,29-09-2023,,fedex,Delivered
4192,8331,28-09-2023,,fedex,Delivered
4193,10191,13-09-2023,,fedex,Delivered
4194,18887,10-09-2023,,fedex,Delivered
4195,3044,08-09-2023,,fedex,Delivered
4196,2754,22-08-2023,,fedex,Delivered
4197,15769,18-08-2023,,fedex,Delivered
4198,8233,03-08-2023,,fedex,Delivered
4199,11328,29-07-2023,,fedex,Delivered
4200,8118,22-07-2023,,fedex,Delivered
4201,2104,17-07-2023,,fedex,Delivered
4202,7478,09-07-2023,,fedex,Delivered
4203,11123,13-06-2023,,fedex,Delivered
4204,10945,05-06-2023,,fedex,Delivered
4205,17840,03-06-2023,,fedex,Delivered
4206,17157,16-05-2023,,fedex,Delivered
4207,17511,09-05-2023,,fedex,Delivered
4208,13080,06-05-2023,,fedex,Delivered
4209,5083,21-04-2023,,fedex,Delivered
4210,7170,17-04-2023,,fedex,Delivered
4211,8275,26-03-2023,,fedex,Delivered
4212,18782,25-03-2023,,fedex,Delivered
4213,20165,13-03-2023,,fedex,Delivered
4214,1712,22-02-2023,,fedex,Delivered
4215,4496,27-12-2022,,fedex,Delivered
4216,19228,25-09-2022,,fedex,Delivered
4217,15469,10-09-2022,,fedex,Delivered
4218,1115,29-08-2022,,fedex,Delivered
4219,19536,29-08-2022,,fedex,Delivered
4220,20189,23-07-2022,,fedex,Delivered
4221,2683,10-05-2022,,fedex,Delivered
4222,18990,04-05-2022,,fedex,Delivered
4223,11309,30-04-2022,,fedex,Delivered
4224,12912,25-04-2022,,fedex,Delivered
4225,20301,21-04-2022,,fedex,Delivered
4226,12787,09-04-2022,,fedex,Delivered
4227,4465,08-02-2022,,fedex,Delivered
4228,19659,07-02-2022,,fedex,Delivered
4229,11548,05-02-2022,,fedex,Delivered
4230,14173,27-12-2021,,fedex,Delivered
4231,1588,29-10-2021,,fedex,Delivered
4232,17236,17-10-2021,,fedex,Delivered
4233,19125,01-10-2021,,fedex,Delivered
4234,3262,19-09-2021,,fedex,Delivered
4235,3469,14-09-2021,,fedex,Delivered
4236,20233,14-09-2021,,fedex,Delivered
4237,12319,24-08-2021,,fedex,Delivered
4238,3331,06-08-2021,,fedex,Delivered
4239,16951,30-07-2021,,fedex,Delivered
4240,15465,19-07-2021,,fedex,Delivered
4241,59,06-07-2021,,fedex,Delivered
4242,12127,03-07-2021,,fedex,Delivered
4243,14344,26-06-2021,,fedex,Delivered
4244,20354,24-05-2021,,fedex,Delivered
4245,20868,24-05-2021,,fedex,Delivered
4246,14358,22-05-2021,,fedex,Delivered
4247,7005,14-05-2021,,fedex,Delivered
4248,13380,23-04-2021,,fedex,Delivered
4249,19808,20-04-2021,,fedex,Delivered
4250,7223,21-04-2021,,fedex,Delivered
4251,3073,08-04-2021,,fedex,Delivered
4252,18167,26-03-2021,,fedex,Delivered
4253,14276,24-03-2021,,fedex,Delivered
4254,18059,09-01-2021,,fedex,Delivered
4255,13209,27-12-2020,,fedex,Delivered
4256,18841,07-12-2020,,fedex,Delivered
4257,759,18-11-2020,,fedex,Delivered
4258,8877,01-11-2020,,fedex,Delivered
4259,13621,24-07-2020,,fedex,Delivered
4260,350,15-04-2020,,fedex,Delivered
4261,6432,29-03-2020,,fedex,Delivered
4262,4685,29-02-2020,,fedex,Delivered
4263,14629,24-01-2020,,fedex,Delivered
4264,8510,23-01-2020,,fedex,Delivered
4265,7835,05-01-2020,,fedex,Delivered
4266,21258,01-07-2024,,fedex,Delivered
4267,21199,21-04-2024,,fedex,Delivered
4268,6348,23-11-2023,,fedex,Delivered
4269,7627,24-10-2023,,fedex,Delivered
4270,17681,03-10-2023,,fedex,Delivered
4271,18976,27-09-2023,,fedex,Delivered
4272,8697,24-08-2023,,fedex,Delivered
4273,14498,11-08-2023,,fedex,Delivered
4274,17139,05-08-2023,,fedex,Delivered
4275,17185,18-07-2023,,fedex,Delivered
4276,5727,12-07-2023,,fedex,Delivered
4277,1228,06-07-2023,,fedex,Delivered
4278,10905,04-06-2023,,fedex,Delivered
4279,2079,29-05-2023,,fedex,Delivered
4280,13731,22-05-2023,,fedex,Delivered
4281,8131,18-05-2023,,fedex,Delivered
4282,18390,14-05-2023,,fedex,Delivered
4283,5564,10-05-2023,,fedex,Delivered
4284,13208,28-04-2023,,fedex,Delivered
4285,13688,24-04-2023,,fedex,Delivered
4286,12351,15-04-2023,,fedex,Delivered
4287,19946,11-04-2023,,fedex,Delivered
4288,15765,10-04-2023,,fedex,Delivered
4289,15971,12-04-2023,,fedex,Delivered
4290,17923,25-03-2023,,fedex,Delivered
4291,6646,06-03-2023,,fedex,Delivered
4292,11294,12-02-2023,,fedex,Delivered
4293,9609,25-01-2023,,fedex,Delivered
4294,19057,20-01-2023,,fedex,Delivered
4295,6941,01-01-2023,,fedex,Delivered
4296,9246,17-12-2022,,fedex,Delivered
4297,8975,01-11-2022,,fedex,Delivered
4298,18464,30-09-2022,,fedex,Delivered
4299,6105,24-09-2022,,fedex,Delivered
4300,16990,14-09-2022,,fedex,Delivered
4301,18848,02-09-2022,,fedex,Delivered
4302,14336,15-08-2022,,fedex,Delivered
4303,17041,28-07-2022,,fedex,Delivered
4304,10906,11-07-2022,,fedex,Delivered
4305,5965,11-07-2022,,fedex,Delivered
4306,12355,09-07-2022,,fedex,Delivered
4307,19202,07-06-2022,,fedex,Delivered
4308,19083,03-06-2022,,fedex,Delivered
4309,11136,27-05-2022,,fedex,Delivered
4310,18508,17-05-2022,,fedex,Delivered
4311,16285,12-05-2022,,fedex,Delivered
4312,4214,03-05-2022,,fedex,Delivered
4313,8356,19-04-2022,,fedex,Delivered
4314,6223,12-04-2022,,fedex,Delivered
4315,20365,10-04-2022,,fedex,Delivered
4316,1559,06-04-2022,,fedex,Delivered
4317,10799,16-03-2022,,fedex,Delivered
4318,6768,15-03-2022,,fedex,Delivered
4319,17673,20-02-2022,,fedex,Delivered
4320,4178,09-01-2022,,fedex,Delivered
4321,8169,10-01-2022,,fedex,Delivered
4322,3807,31-12-2021,,fedex,Delivered
4323,6360,27-12-2021,,fedex,Delivered
4324,4552,29-11-2021,,fedex,Delivered
4325,15204,19-09-2021,,fedex,Delivered
4326,14108,09-09-2021,,fedex,Delivered
4327,20170,05-09-2021,,fedex,Delivered
4328,17205,19-07-2021,,fedex,Delivered
4329,8923,21-06-2021,,fedex,Delivered
4330,7038,08-06-2021,,fedex,Delivered
4331,19123,31-05-2021,,fedex,Delivered
4332,107,14-05-2021,,fedex,Delivered
4333,8472,15-05-2021,,fedex,Delivered
4334,4706,06-05-2021,,fedex,Delivered
4335,2459,01-05-2021,,fedex,Delivered
4336,18650,18-04-2021,,fedex,Delivered
4337,7356,14-04-2021,,fedex,Delivered
4338,9368,15-04-2021,,fedex,Delivered
4339,7319,30-03-2021,,fedex,Delivered
4340,19137,27-03-2021,,fedex,Delivered
4341,288,25-02-2021,,fedex,Delivered
4342,6114,18-02-2021,,fedex,Delivered
4343,15541,09-02-2021,,fedex,Delivered
4344,3368,15-01-2021,,fedex,Delivered
4345,10140,23-12-2020,,fedex,Delivered
4346,14585,26-10-2020,,fedex,Delivered
4347,6112,06-07-2020,,fedex,Delivered
4348,9376,01-07-2020,,fedex,Delivered
4349,4926,12-06-2020,,fedex,Delivered
4350,7326,15-04-2020,,fedex,Delivered
4351,4418,13-03-2020,,fedex,Delivered
4352,9455,11-02-2020,,fedex,Delivered
4353,19891,07-01-2020,,fedex,Delivered
4354,7479,08-01-2020,,fedex,Delivered
4355,20991,29-04-2024,,fedex,Delivered
4356,21447,27-02-2024,,fedex,Delivered
4357,8643,07-02-2024,,fedex,Delivered
4358,12380,07-02-2024,,fedex,Delivered
4359,4864,29-01-2024,,fedex,Delivered
4360,21278,21-01-2024,,fedex,Delivered
4361,1768,19-01-2024,,fedex,Delivered
4362,8886,18-01-2024,,fedex,Delivered
4363,2429,12-01-2024,,fedex,Delivered
4364,8056,31-12-2023,,fedex,Delivered
4365,18761,19-12-2023,,fedex,Delivered
4366,18263,26-11-2023,,fedex,Delivered
4367,9584,12-11-2023,,fedex,Delivered
4368,13869,02-11-2023,,fedex,Delivered
4369,10041,06-10-2023,,fedex,Delivered
4370,668,01-10-2023,,fedex,Delivered
4371,17193,18-09-2023,,fedex,Delivered
4372,8830,16-09-2023,,fedex,Delivered
4373,19263,08-09-2023,,fedex,Delivered
4374,13352,07-08-2023,,fedex,Delivered
4375,6592,06-08-2023,,fedex,Delivered
4376,3269,13-07-2023,,fedex,Delivered
4377,13572,24-06-2023,,fedex,Delivered
4378,15903,14-06-2023,,fedex,Delivered
4379,6094,09-06-2023,,fedex,Delivered
4380,18808,05-06-2023,,fedex,Delivered
4381,1145,18-05-2023,,fedex,Delivered
4382,12559,18-05-2023,,fedex,Delivered
4383,17491,10-05-2023,,fedex,Delivered
4384,7810,05-05-2023,,fedex,Delivered
4385,4045,23-04-2023,,fedex,Delivered
4386,10504,16-04-2023,,fedex,Delivered
4387,14180,16-04-2023,,fedex,Delivered
4388,7441,03-04-2023,,fedex,Delivered
4389,1158,24-03-2023,,fedex,Delivered
4390,10493,05-03-2023,,fedex,Delivered
4391,10614,14-01-2023,,fedex,Delivered
4392,8034,04-01-2023,,fedex,Delivered
4393,10886,03-01-2023,,fedex,Delivered
4394,7616,23-11-2022,,fedex,Delivered
4395,2274,22-10-2022,,fedex,Delivered
4396,15684,18-09-2022,,fedex,Delivered
4397,3024,17-08-2022,,fedex,Delivered
4398,3528,15-08-2022,,fedex,Delivered
4399,17629,13-08-2022,,fedex,Delivered
4400,5587,20-07-2022,,fedex,Delivered
4401,16137,20-07-2022,,fedex,Delivered
4402,19944,17-07-2022,,fedex,Delivered
4403,7471,13-07-2022,,fedex,Delivered
4404,10471,16-06-2022,,fedex,Delivered
4405,11829,22-05-2022,,fedex,Delivered
4406,13981,21-05-2022,,fedex,Delivered
4407,3967,12-02-2022,,fedex,Delivered
4408,2854,15-12-2021,,fedex,Delivered
4409,3989,12-12-2021,,fedex,Delivered
4410,3353,28-11-2021,,fedex,Delivered
4411,10172,27-11-2021,,fedex,Delivered
4412,9095,25-11-2021,,fedex,Delivered
4413,4520,09-11-2021,,fedex,Delivered
4414,7843,10-11-2021,,fedex,Delivered
4415,19716,19-08-2021,,fedex,Delivered
4416,6025,03-08-2021,,fedex,Delivered
4417,3771,07-07-2021,,fedex,Delivered
4418,18771,20-05-2021,,fedex,Delivered
4419,18190,06-05-2021,,fedex,Delivered
4420,4939,30-04-2021,,fedex,Delivered
4421,19604,25-04-2021,,fedex,Delivered
4422,15293,14-03-2021,,fedex,Delivered
4423,6641,02-03-2021,,fedex,Delivered
4424,1720,04-02-2021,,fedex,Delivered
4425,17138,08-01-2021,,fedex,Delivered
4426,5117,22-11-2020,,fedex,Delivered
4427,2714,17-09-2020,,fedex,Delivered
4428,10137,05-09-2020,,fedex,Delivered
4429,5638,26-07-2020,,fedex,Delivered
4430,15587,18-07-2020,,fedex,Delivered
4431,1960,28-05-2020,,fedex,Delivered
4432,19725,11-05-2020,,fedex,Delivered
4433,2226,08-05-2020,,fedex,Delivered
4434,9804,04-05-2020,,fedex,Delivered
4435,3195,22-03-2020,,fedex,Delivered
4436,17745,15-02-2020,,fedex,Delivered
4437,9162,07-02-2020,,fedex,Delivered
4438,21588,31-07-2024,,fedex,Delivered
4439,21372,21-05-2024,,fedex,Delivered
4440,21593,20-04-2024,,fedex,Delivered
4441,21398,02-04-2024,,fedex,Delivered
4442,21377,28-02-2024,,fedex,Delivered
4443,1090,11-01-2024,,fedex,Delivered
4444,4282,29-12-2023,,fedex,Delivered
4445,4877,23-12-2023,,fedex,Delivered
4446,9815,02-12-2023,,fedex,Delivered
4447,1580,16-11-2023,,fedex,Delivered
4448,14279,04-11-2023,,fedex,Delivered
4449,1249,11-10-2023,,fedex,Delivered
4450,8447,10-10-2023,,fedex,Delivered
4451,1357,02-08-2023,,fedex,Delivered
4452,2668,23-07-2023,,fedex,Delivered
4453,602,14-07-2023,,fedex,Delivered
4454,687,04-07-2023,,fedex,Delivered
4455,3553,11-06-2023,,fedex,Delivered
4456,6227,07-05-2023,,fedex,Delivered
4457,2586,24-04-2023,,fedex,Delivered
4458,16461,24-03-2023,,fedex,Delivered
4459,17211,11-03-2023,,fedex,Delivered
4460,10283,07-03-2023,,fedex,Delivered
4461,15191,13-02-2023,,fedex,Delivered
4462,3913,14-02-2023,,fedex,Delivered
4463,15291,02-02-2023,,fedex,Delivered
4464,6030,04-12-2022,,fedex,Delivered
4465,340,05-11-2022,,fedex,Delivered
4466,764,04-10-2022,,fedex,Delivered
4467,14071,30-09-2022,,fedex,Delivered
4468,13763,28-09-2022,,fedex,Delivered
4469,1582,30-08-2022,,fedex,Delivered
4470,7943,15-08-2022,,fedex,Delivered
4471,10663,09-08-2022,,fedex,Delivered
4472,16794,28-07-2022,,fedex,Delivered
4473,9361,17-07-2022,,fedex,Delivered
4474,13409,10-07-2022,,fedex,Delivered
4475,12337,17-06-2022,,fedex,Delivered
4476,13372,25-05-2022,,fedex,Delivered
4477,19671,22-05-2022,,fedex,Delivered
4478,6023,17-05-2022,,fedex,Delivered
4479,3532,12-04-2022,,fedex,Delivered
4480,17581,08-04-2022,,fedex,Delivered
4481,2910,05-04-2022,,fedex,Delivered
4482,3370,20-03-2022,,fedex,Delivered
4483,15138,23-03-2022,,fedex,Delivered
4484,11785,15-03-2022,,fedex,Delivered
4485,2407,13-03-2022,,fedex,Delivered
4486,7016,13-03-2022,,fedex,Delivered
4487,7014,01-03-2022,,fedex,Delivered
4488,5243,27-01-2022,,fedex,Delivered
4489,482,16-01-2022,,fedex,Delivered
4490,6664,10-11-2021,,fedex,Delivered
4491,776,09-10-2021,,fedex,Delivered
4492,19490,29-09-2021,,fedex,Delivered
4493,1270,14-09-2021,,fedex,Delivered
4494,7207,29-08-2021,,fedex,Delivered
4495,6509,01-08-2021,,fedex,Delivered
4496,13800,02-08-2021,,fedex,Delivered
4497,13550,31-07-2021,,fedex,Delivered
4498,17077,20-07-2021,,fedex,Delivered
4499,16487,18-07-2021,,fedex,Delivered
4500,15439,05-07-2021,,fedex,Delivered
4501,20596,28-06-2021,,fedex,Delivered
4502,19064,30-06-2021,,fedex,Delivered
4503,17231,26-06-2021,,fedex,Delivered
4504,3384,01-06-2021,,fedex,Delivered
4505,8896,24-05-2021,,fedex,Delivered
4506,10596,13-05-2021,,fedex,Delivered
4507,2633,10-05-2021,,fedex,Delivered
4508,11387,09-05-2021,,fedex,Delivered
